setting,regime,detector,seed,n_train,n_val,n_test,n_real_test,n_synth_test,threshold,f1,precision,recall,auroc,avg_precision,real_det,synth_det,normal_fpr,fit_time_sec,note
controlled_500,real_only,HGB,5,225,75,100,25,25,0.01,0.6578947368421053,0.9615384615384616,0.5,0.74,0.7307692307692308,1.0,0.0,0.02,0.28777289390563965,ok
controlled_500,real_only,RF,5,225,75,100,25,25,0.21000000000000002,0.6578947368421053,0.9615384615384616,0.5,0.8767999999999999,0.8952490485606805,1.0,0.0,0.02,0.1939709186553955,ok
controlled_500,real_only,LR,5,225,75,100,25,25,0.11,0.6923076923076923,0.9642857142857143,0.54,0.6608,0.7917289504964417,1.0,0.08,0.02,0.047425031661987305,ok
controlled_500,real_only,kNN,5,225,75,100,25,25,0.61,0.5428571428571428,0.95,0.38,0.8078,0.811766081871345,0.68,0.08,0.02,0.05179286003112793,ok
controlled_500,real_only,MLP,5,225,75,100,25,25,0.35000000000000003,0.5974025974025974,0.8518518518518519,0.46,0.6332000000000001,0.7548309840068126,0.8,0.12,0.08,0.06680011749267578,ok
controlled_500,real_only,XGB,5,225,75,100,25,25,0.01,0.6578947368421053,0.9615384615384616,0.5,0.745,0.75,1.0,0.0,0.02,0.18235301971435547,ok
controlled_500,real_only,HGB,6,225,75,100,25,25,0.01,0.6666666666666666,1.0,0.5,0.75,0.75,1.0,0.0,0.0,0.253403902053833,ok
controlled_500,real_only,RF,6,225,75,100,25,25,0.28,0.6666666666666666,1.0,0.5,0.8744,0.8962416463618166,1.0,0.0,0.0,0.1726241111755371,ok
controlled_500,real_only,LR,6,225,75,100,25,25,0.03,0.6666666666666666,0.75,0.6,0.7256,0.8210188771390761,1.0,0.2,0.2,0.05220508575439453,ok
controlled_500,real_only,kNN,6,225,75,100,25,25,0.41000000000000003,0.6835443037974683,0.9310344827586207,0.54,0.8533999999999999,0.8536932849364791,0.92,0.16,0.04,0.05004596710205078,ok
controlled_500,real_only,MLP,6,225,75,100,25,25,0.39,0.7526881720430108,0.813953488372093,0.7,0.7724000000000001,0.8228725095401542,0.92,0.48,0.16,0.06609892845153809,ok
controlled_500,real_only,XGB,6,225,75,100,25,25,0.01,0.6666666666666666,1.0,0.5,0.75,0.75,1.0,0.0,0.0,0.1887049674987793,ok
controlled_500,real_only,HGB,7,225,75,100,25,25,0.01,0.6578947368421053,0.9615384615384616,0.5,0.74,0.7307692307692308,1.0,0.0,0.02,0.2674081325531006,ok
controlled_500,real_only,RF,7,225,75,100,25,25,0.47000000000000003,0.6666666666666666,1.0,0.5,0.8842,0.8931487574892938,1.0,0.0,0.0,0.17228174209594727,ok
controlled_500,real_only,LR,7,225,75,100,25,25,0.23,0.6987951807228916,0.8787878787878788,0.58,0.7112,0.7893238339544105,1.0,0.16,0.08,0.051431894302368164,ok
controlled_500,real_only,kNN,7,225,75,100,25,25,0.41000000000000003,0.7380952380952381,0.9117647058823529,0.62,0.8763999999999998,0.8725121359623793,0.92,0.32,0.06,0.04905509948730469,ok
controlled_500,real_only,MLP,7,225,75,100,25,25,0.4,0.6666666666666666,0.7837837837837838,0.58,0.6648,0.7607290375667419,1.0,0.16,0.16,0.06697797775268555,ok
controlled_500,real_only,XGB,7,225,75,100,25,25,0.03,0.6666666666666666,1.0,0.5,0.74,0.75,1.0,0.0,0.0,0.1864910125732422,ok
controlled_500,real_only,HGB,8,225,75,100,25,25,0.01,0.6666666666666666,1.0,0.5,0.75,0.75,1.0,0.0,0.0,0.2516181468963623,ok
controlled_500,real_only,RF,8,225,75,100,25,25,0.31,0.6666666666666666,1.0,0.5,0.9418,0.945791879548253,1.0,0.0,0.0,0.17921686172485352,ok
controlled_500,real_only,LR,8,225,75,100,25,25,0.17,0.6419753086419753,0.8387096774193549,0.52,0.7619999999999999,0.8302726163446661,1.0,0.04,0.1,0.05235099792480469,ok
controlled_500,real_only,kNN,8,225,75,100,25,25,0.21000000000000002,0.6813186813186813,0.7560975609756098,0.62,0.7716,0.7680010950721752,0.96,0.28,0.2,0.05221915245056152,ok
controlled_500,real_only,MLP,8,225,75,100,25,25,0.37,0.7126436781609196,0.8378378378378378,0.62,0.7456,0.8060333714336123,0.84,0.4,0.12,0.06554126739501953,ok
controlled_500,real_only,XGB,8,225,75,100,25,25,0.01,0.6666666666666666,1.0,0.5,0.75,0.75,1.0,0.0,0.0,0.20626306533813477,ok
controlled_500,real_only,HGB,9,225,75,100,25,25,0.01,0.6578947368421053,0.9615384615384616,0.5,0.74,0.7307692307692308,1.0,0.0,0.02,0.3814530372619629,ok
controlled_500,real_only,RF,9,225,75,100,25,25,0.37,0.6493506493506493,0.9259259259259259,0.5,0.8556,0.8771103728929384,1.0,0.0,0.04,0.189802885055542,ok
controlled_500,real_only,LR,9,225,75,100,25,25,0.51,0.6666666666666666,1.0,0.5,0.6691999999999999,0.7917104159426611,0.96,0.04,0.0,0.051812171936035156,ok
controlled_500,real_only,kNN,9,225,75,100,25,25,0.61,0.6027397260273972,0.9565217391304348,0.44,0.7804,0.7757025758375873,0.8,0.08,0.02,0.05244803428649902,ok
controlled_500,real_only,MLP,9,225,75,100,25,25,0.53,0.45454545454545453,0.9375,0.3,0.5928,0.7296723597837025,0.52,0.08,0.02,0.0638582706451416,ok
controlled_500,real_only,XGB,9,225,75,100,25,25,0.04,0.6666666666666666,1.0,0.5,0.7138,0.7609756097560976,1.0,0.0,0.0,0.18280410766601562,ok
balanced_detection,synthetic_only,HGB,0,1417,346,494,66,181,0.09,0.8461538461538461,0.958974358974359,0.757085020242915,0.8838695930108672,0.9243383326275725,0.12121212121212122,0.988950276243094,0.032388663967611336,3.090049982070923,ok
balanced_detection,synthetic_only,RF,0,1417,346,494,66,181,0.51,0.8486238532110092,0.9788359788359788,0.7489878542510121,0.9231424871740236,0.9423917776912124,0.15151515151515152,0.9668508287292817,0.016194331983805668,0.37604808807373047,ok
balanced_detection,synthetic_only,LR,0,1417,346,494,66,181,0.25,0.8137931034482758,0.9414893617021277,0.7165991902834008,0.8325984690783327,0.8894087775601311,0.030303030303030304,0.9668508287292817,0.044534412955465584,0.059413909912109375,ok
balanced_detection,synthetic_only,kNN,0,1417,346,494,66,181,0.21000000000000002,0.7870370370370371,0.918918918918919,0.6882591093117408,0.8417528561359799,0.8592035266924019,0.015151515151515152,0.9337016574585635,0.06072874493927125,0.0607151985168457,ok
balanced_detection,synthetic_only,MLP,0,1417,346,494,66,181,0.29000000000000004,0.8186046511627907,0.9617486338797814,0.7125506072874493,0.8083889262239997,0.8784212738667666,0.015151515151515152,0.9668508287292817,0.02834008097165992,0.11721014976501465,ok
balanced_detection,synthetic_only,XGB,0,1417,346,494,66,181,0.32,0.8294930875576036,0.9625668449197861,0.728744939271255,0.8695274467701486,0.916239353752492,0.07575757575757576,0.9668508287292817,0.02834008097165992,0.6491489410400391,ok
balanced_detection,synthetic_only,HGB,1,1417,346,494,66,181,0.09,0.8461538461538461,0.958974358974359,0.757085020242915,0.8838695930108672,0.9243383326275725,0.12121212121212122,0.988950276243094,0.032388663967611336,2.360793113708496,ok
balanced_detection,synthetic_only,RF,1,1417,346,494,66,181,0.41000000000000003,0.8449438202247191,0.9494949494949495,0.7611336032388664,0.9267403170024096,0.943882644835737,0.18181818181818182,0.9723756906077348,0.04048582995951417,0.3008899688720703,ok
balanced_detection,synthetic_only,LR,1,1417,346,494,66,181,0.25,0.8137931034482758,0.9414893617021277,0.7165991902834008,0.8325984690783327,0.8894087775601311,0.030303030303030304,0.9668508287292817,0.044534412955465584,0.05681777000427246,ok
balanced_detection,synthetic_only,kNN,1,1417,346,494,66,181,0.21000000000000002,0.7870370370370371,0.918918918918919,0.6882591093117408,0.8417528561359799,0.8592035266924019,0.015151515151515152,0.9337016574585635,0.06072874493927125,0.0590817928314209,ok
balanced_detection,synthetic_only,MLP,1,1417,346,494,66,181,0.22,0.7792792792792793,0.8781725888324873,0.7004048582995951,0.820354373944828,0.8809630447323588,0.015151515151515152,0.9502762430939227,0.09716599190283401,0.1029517650604248,ok
balanced_detection,synthetic_only,XGB,1,1417,346,494,66,181,0.54,0.8262910798122066,0.9832402234636871,0.7125506072874493,0.8708387287121573,0.9175213140152417,0.030303030303030304,0.9613259668508287,0.012145748987854251,0.5558440685272217,ok
balanced_detection,synthetic_only,HGB,2,1417,346,494,66,181,0.09,0.8461538461538461,0.958974358974359,0.757085020242915,0.8838695930108672,0.9243383326275725,0.12121212121212122,0.988950276243094,0.032388663967611336,1.770425796508789,ok
balanced_detection,synthetic_only,RF,2,1417,346,494,66,181,0.47000000000000003,0.8428246013667426,0.9635416666666666,0.7489878542510121,0.9230933141011982,0.9427241661955214,0.15151515151515152,0.9668508287292817,0.02834008097165992,0.3292510509490967,ok
balanced_detection,synthetic_only,LR,2,1417,346,494,66,181,0.25,0.8137931034482758,0.9414893617021277,0.7165991902834008,0.8325984690783327,0.8894087775601311,0.030303030303030304,0.9668508287292817,0.044534412955465584,0.06049799919128418,ok
balanced_detection,synthetic_only,kNN,2,1417,346,494,66,181,0.21000000000000002,0.7870370370370371,0.918918918918919,0.6882591093117408,0.8417528561359799,0.8592035266924019,0.015151515151515152,0.9337016574585635,0.06072874493927125,0.06400108337402344,ok
balanced_detection,synthetic_only,MLP,2,1417,346,494,66,181,0.31,0.7981651376146789,0.9206349206349206,0.7044534412955465,0.7936042223278532,0.8687420401047781,0.015151515151515152,0.9558011049723757,0.06072874493927125,0.09706807136535645,ok
balanced_detection,synthetic_only,XGB,2,1417,346,494,66,181,0.36000000000000004,0.8287037037037037,0.9675675675675676,0.7246963562753036,0.8724286580668427,0.9177834517497728,0.06060606060606061,0.9668508287292817,0.024291497975708502,0.5627126693725586,ok
balanced_detection,synthetic_only,HGB,3,1417,346,494,66,181,0.09,0.8461538461538461,0.958974358974359,0.757085020242915,0.8838695930108672,0.9243383326275725,0.12121212121212122,0.988950276243094,0.032388663967611336,2.0052690505981445,ok
balanced_detection,synthetic_only,RF,3,1417,346,494,66,181,0.48000000000000004,0.8413793103448276,0.973404255319149,0.7408906882591093,0.9309200281925618,0.946052116797046,0.12121212121212122,0.9668508287292817,0.020242914979757085,0.2988722324371338,ok
balanced_detection,synthetic_only,LR,3,1417,346,494,66,181,0.25,0.8137931034482758,0.9414893617021277,0.7165991902834008,0.8325984690783327,0.8894087775601311,0.030303030303030304,0.9668508287292817,0.044534412955465584,0.05686306953430176,ok
balanced_detection,synthetic_only,kNN,3,1417,346,494,66,181,0.21000000000000002,0.7870370370370371,0.918918918918919,0.6882591093117408,0.8417528561359799,0.8592035266924019,0.015151515151515152,0.9337016574585635,0.06072874493927125,0.061592817306518555,ok
balanced_detection,synthetic_only,MLP,3,1417,346,494,66,181,0.31,0.7891156462585034,0.8969072164948454,0.7044534412955465,0.8430559425658509,0.8898714307351308,0.015151515151515152,0.9558011049723757,0.08097165991902834,0.09936308860778809,ok
balanced_detection,synthetic_only,XGB,3,1417,346,494,66,181,0.35000000000000003,0.8287037037037037,0.9675675675675676,0.7246963562753036,0.873428510547624,0.9184192577093664,0.06060606060606061,0.9668508287292817,0.024291497975708502,0.5563359260559082,ok
balanced_detection,synthetic_only,HGB,4,1417,346,494,66,181,0.09,0.8461538461538461,0.958974358974359,0.757085020242915,0.8838695930108672,0.9243383326275725,0.12121212121212122,0.988950276243094,0.032388663967611336,2.117006778717041,ok
balanced_detection,synthetic_only,RF,4,1417,346,494,66,181,0.48000000000000004,0.8440366972477065,0.9735449735449735,0.7449392712550608,0.9241915127276304,0.9433772618998092,0.13636363636363635,0.9668508287292817,0.020242914979757085,0.30426502227783203,ok
balanced_detection,synthetic_only,LR,4,1417,346,494,66,181,0.25,0.8137931034482758,0.9414893617021277,0.7165991902834008,0.8325984690783327,0.8894087775601311,0.030303030303030304,0.9668508287292817,0.044534412955465584,0.0568540096282959,ok
balanced_detection,synthetic_only,kNN,4,1417,346,494,66,181,0.21000000000000002,0.7870370370370371,0.918918918918919,0.6882591093117408,0.8417528561359799,0.8592035266924019,0.015151515151515152,0.9337016574585635,0.06072874493927125,0.06314802169799805,ok
balanced_detection,synthetic_only,MLP,4,1417,346,494,66,181,0.33,0.8120649651972158,0.9510869565217391,0.708502024291498,0.8035699650871183,0.8737515728027719,0.015151515151515152,0.9613259668508287,0.03643724696356275,0.10761690139770508,ok
balanced_detection,synthetic_only,XGB,4,1417,346,494,66,181,0.13,0.8385650224215246,0.9396984924623115,0.757085020242915,0.8727236965037944,0.9171231456362201,0.13636363636363635,0.9834254143646409,0.048582995951417005,0.5589916706085205,ok
balanced_detection,synthetic_only,HGB,5,1417,346,494,66,181,0.09,0.8461538461538461,0.958974358974359,0.757085020242915,0.8838695930108672,0.9243383326275725,0.12121212121212122,0.988950276243094,0.032388663967611336,2.1195690631866455,ok
balanced_detection,synthetic_only,RF,5,1417,346,494,66,181,0.44,0.8390022675736961,0.9536082474226805,0.7489878542510121,0.9249291088200102,0.9421365957246097,0.15151515151515152,0.9668508287292817,0.03643724696356275,0.29628515243530273,ok
balanced_detection,synthetic_only,LR,5,1417,346,494,66,181,0.25,0.8137931034482758,0.9414893617021277,0.7165991902834008,0.8325984690783327,0.8894087775601311,0.030303030303030304,0.9668508287292817,0.044534412955465584,0.057108163833618164,ok
balanced_detection,synthetic_only,kNN,5,1417,346,494,66,181,0.21000000000000002,0.7870370370370371,0.918918918918919,0.6882591093117408,0.8417528561359799,0.8592035266924019,0.015151515151515152,0.9337016574585635,0.06072874493927125,0.059252262115478516,ok
balanced_detection,synthetic_only,MLP,5,1417,346,494,66,181,0.37,0.8101851851851852,0.9459459459459459,0.708502024291498,0.8024225933878607,0.8747054279099911,0.015151515151515152,0.9613259668508287,0.04048582995951417,0.1104440689086914,ok
balanced_detection,synthetic_only,XGB,5,1417,346,494,66,181,0.5,0.8271028037383178,0.9779005524861878,0.7165991902834008,0.8760674654559163,0.9201634152284826,0.045454545454545456,0.9613259668508287,0.016194331983805668,0.5638911724090576,ok
balanced_detection,synthetic_only,HGB,6,1417,346,494,66,181,0.09,0.8461538461538461,0.958974358974359,0.757085020242915,0.8838695930108672,0.9243383326275725,0.12121212121212122,0.988950276243094,0.032388663967611336,2.1611697673797607,ok
balanced_detection,synthetic_only,RF,6,1417,346,494,66,181,0.4,0.8520971302428256,0.9368932038834952,0.7813765182186235,0.9233063974167746,0.9427350163463931,0.25757575757575757,0.9723756906077348,0.05263157894736842,0.3567960262298584,ok
balanced_detection,synthetic_only,LR,6,1417,346,494,66,181,0.25,0.8137931034482758,0.9414893617021277,0.7165991902834008,0.8325984690783327,0.8894087775601311,0.030303030303030304,0.9668508287292817,0.044534412955465584,0.05769515037536621,ok
balanced_detection,synthetic_only,kNN,6,1417,346,494,66,181,0.21000000000000002,0.7870370370370371,0.918918918918919,0.6882591093117408,0.8417528561359799,0.8592035266924019,0.015151515151515152,0.9337016574585635,0.06072874493927125,0.061398983001708984,ok
balanced_detection,synthetic_only,MLP,6,1417,346,494,66,181,0.26,0.8074245939675174,0.9456521739130435,0.7044534412955465,0.7972266386926519,0.8740358362295405,0.015151515151515152,0.9558011049723757,0.04048582995951417,0.14995265007019043,ok
balanced_detection,synthetic_only,XGB,6,1417,346,494,66,181,0.31,0.8259860788863109,0.967391304347826,0.7206477732793523,0.8760838564801915,0.9193814151833765,0.045454545454545456,0.9668508287292817,0.024291497975708502,0.6322898864746094,ok
balanced_detection,synthetic_only,HGB,7,1417,346,494,66,181,0.09,0.8461538461538461,0.958974358974359,0.757085020242915,0.8838695930108672,0.9243383326275725,0.12121212121212122,0.988950276243094,0.032388663967611336,2.082610845565796,ok
balanced_detection,synthetic_only,RF,7,1417,346,494,66,181,0.44,0.8468468468468469,0.9543147208121827,0.7611336032388664,0.9241341441426674,0.9427712682173206,0.18181818181818182,0.9723756906077348,0.03643724696356275,0.3082149028778076,ok
balanced_detection,synthetic_only,LR,7,1417,346,494,66,181,0.25,0.8137931034482758,0.9414893617021277,0.7165991902834008,0.8325984690783327,0.8894087775601311,0.030303030303030304,0.9668508287292817,0.044534412955465584,0.05655312538146973,ok
balanced_detection,synthetic_only,kNN,7,1417,346,494,66,181,0.21000000000000002,0.7870370370370371,0.918918918918919,0.6882591093117408,0.8417528561359799,0.8592035266924019,0.015151515151515152,0.9337016574585635,0.06072874493927125,0.06004905700683594,ok
balanced_detection,synthetic_only,MLP,7,1417,346,494,66,181,0.24000000000000002,0.7855530474040632,0.8877551020408163,0.7044534412955465,0.8006359717418742,0.8756201694047102,0.015151515151515152,0.9558011049723757,0.08906882591093117,0.10804367065429688,ok
balanced_detection,synthetic_only,XGB,7,1417,346,494,66,181,0.16,0.8468468468468469,0.9543147208121827,0.7611336032388664,0.876788670524021,0.9197891493252998,0.15151515151515152,0.9834254143646409,0.03643724696356275,0.5410239696502686,ok
balanced_detection,synthetic_only,HGB,8,1417,346,494,66,181,0.09,0.8461538461538461,0.958974358974359,0.757085020242915,0.8838695930108672,0.9243383326275725,0.12121212121212122,0.988950276243094,0.032388663967611336,2.1008331775665283,ok
balanced_detection,synthetic_only,RF,8,1417,346,494,66,181,0.47000000000000003,0.8409090909090909,0.9585492227979274,0.7489878542510121,0.9260273074464423,0.9440669520907434,0.15151515151515152,0.9668508287292817,0.032388663967611336,0.2991039752960205,ok
balanced_detection,synthetic_only,LR,8,1417,346,494,66,181,0.25,0.8137931034482758,0.9414893617021277,0.7165991902834008,0.8325984690783327,0.8894087775601311,0.030303030303030304,0.9668508287292817,0.044534412955465584,0.05799388885498047,ok
balanced_detection,synthetic_only,kNN,8,1417,346,494,66,181,0.21000000000000002,0.7870370370370371,0.918918918918919,0.6882591093117408,0.8417528561359799,0.8592035266924019,0.015151515151515152,0.9337016574585635,0.06072874493927125,0.06281805038452148,ok
balanced_detection,synthetic_only,MLP,8,1417,346,494,66,181,0.4,0.8169014084507042,0.9720670391061452,0.7044534412955465,0.8323853857627562,0.8885690292145817,0.015151515151515152,0.9558011049723757,0.020242914979757085,0.11403179168701172,ok
balanced_detection,synthetic_only,XGB,8,1417,346,494,66,181,0.27,0.8401826484018264,0.9633507853403142,0.7449392712550608,0.8794767985051385,0.9215181926121996,0.13636363636363635,0.9668508287292817,0.02834008097165992,0.5508511066436768,ok
balanced_detection,synthetic_only,HGB,9,1417,346,494,66,181,0.09,0.8461538461538461,0.958974358974359,0.757085020242915,0.8838695930108672,0.9243383326275725,0.12121212121212122,0.988950276243094,0.032388663967611336,2.262906789779663,ok
balanced_detection,synthetic_only,RF,9,1417,346,494,66,181,0.45,0.8435374149659864,0.9587628865979382,0.7530364372469636,0.9212903014309364,0.9412162088193922,0.16666666666666666,0.9668508287292817,0.032388663967611336,0.3407328128814697,ok
balanced_detection,synthetic_only,LR,9,1417,346,494,66,181,0.25,0.8137931034482758,0.9414893617021277,0.7165991902834008,0.8325984690783327,0.8894087775601311,0.030303030303030304,0.9668508287292817,0.044534412955465584,0.05719184875488281,ok
balanced_detection,synthetic_only,kNN,9,1417,346,494,66,181,0.21000000000000002,0.7870370370370371,0.918918918918919,0.6882591093117408,0.8417528561359799,0.8592035266924019,0.015151515151515152,0.9337016574585635,0.06072874493927125,0.060379981994628906,ok
balanced_detection,synthetic_only,MLP,9,1417,346,494,66,181,0.23,0.7927927927927928,0.8934010152284264,0.7125506072874493,0.7977675424937304,0.8731107903469827,0.015151515151515152,0.9668508287292817,0.08502024291497975,0.1051027774810791,ok
balanced_detection,synthetic_only,XGB,9,1417,346,494,66,181,0.09,0.8418708240534521,0.9356435643564357,0.7651821862348178,0.8739858053729778,0.9192816705136514,0.16666666666666666,0.9834254143646409,0.05263157894736842,0.5484368801116943,ok
fullscale,synthetic_only,HGB,0,22855,2535,6400,69,178,0.04,0.8,0.9550561797752809,0.6882591093117408,0.8646777747729787,0.751923042384188,0.0,0.9550561797752809,0.001300178774581505,1.2599139213562012,ok
fullscale,synthetic_only,RF,0,22855,2535,6400,69,178,0.26,0.8,0.9710982658959537,0.680161943319838,0.8984695922005066,0.7657761339411845,0.0,0.9438202247191011,0.0008126117341134406,9.2948739528656,ok
fullscale,synthetic_only,LR,0,22855,2535,6400,69,178,0.17,0.7952941176470588,0.949438202247191,0.6842105263157895,0.8478014411192065,0.7359183158908488,0.0,0.949438202247191,0.0014627011214041932,0.1537489891052246,ok
fullscale,synthetic_only,kNN,0,22855,2535,6400,69,178,0.21000000000000002,0.7623762376237624,0.9808917197452229,0.6234817813765182,0.8349552668755112,0.6749965842791871,0.0,0.8651685393258427,0.00048756704046806434,0.41965579986572266,ok
fullscale,synthetic_only,MLP,0,22855,2535,6400,69,178,0.24000000000000002,0.8028169014084507,0.9553072625698324,0.6923076923076923,0.8554176199227392,0.7411472346738329,0.0,0.9606741573033708,0.001300178774581505,0.6536159515380859,ok
fullscale,synthetic_only,XGB,0,22855,2535,6400,69,178,0.03,0.8171021377672208,0.9885057471264368,0.6963562753036437,0.8296903982192287,0.7492055658100231,0.0,0.9662921348314607,0.00032504469364537625,1.629667043685913,ok
fullscale,synthetic_only,HGB,1,22849,2541,6400,69,178,0.060000000000000005,0.8096385542168675,1.0,0.680161943319838,0.8836787426692223,0.7552570513448783,0.0,0.9438202247191011,0.0,1.5103049278259277,ok
fullscale,synthetic_only,RF,1,22849,2541,6400,69,178,0.32,0.7942583732057417,0.9707602339181286,0.6720647773279352,0.888969601741292,0.7595287009172155,0.0,0.9325842696629213,0.0008126117341134406,9.091845035552979,ok
fullscale,synthetic_only,LR,1,22849,2541,6400,69,178,0.45,0.7834549878345499,0.9817073170731707,0.6518218623481782,0.8372361726053122,0.7353583560213676,0.0,0.9044943820224719,0.00048756704046806434,0.1457970142364502,ok
fullscale,synthetic_only,kNN,1,22849,2541,6400,69,178,0.21000000000000002,0.7684729064039408,0.9811320754716981,0.631578947368421,0.8389337744466179,0.6821325679738327,0.0,0.8764044943820225,0.00048756704046806434,0.4083530902862549,ok
fullscale,synthetic_only,MLP,1,22849,2541,6400,69,178,0.13,0.7926267281105991,0.9197860962566845,0.6963562753036437,0.8570856124296038,0.7354754068443023,0.0,0.9662921348314607,0.0024378352023403218,0.6894199848175049,ok
fullscale,synthetic_only,XGB,1,22849,2541,6400,69,178,0.14,0.8181818181818182,1.0,0.6923076923076923,0.8151166838071815,0.7478521409895998,0.0,0.9606741573033708,0.0,1.4145705699920654,ok
fullscale,synthetic_only,HGB,2,22849,2541,6400,69,178,0.02,0.8188235294117647,0.9775280898876404,0.7044534412955465,0.8934320574342131,0.768271324369496,0.014492753623188406,0.9719101123595506,0.0006500893872907525,1.3304920196533203,ok
fullscale,synthetic_only,RF,2,22849,2541,6400,69,178,0.27,0.7933491686460807,0.9597701149425287,0.6761133603238867,0.90836799270426,0.7648606205203662,0.0,0.9382022471910112,0.0011376564277588168,9.065016031265259,ok
fullscale,synthetic_only,LR,2,22849,2541,6400,69,178,0.15000000000000002,0.7935034802784223,0.9293478260869565,0.6923076923076923,0.8407958725903759,0.734880545782802,0.0,0.9606741573033708,0.0021127905086949453,0.16135692596435547,ok
fullscale,synthetic_only,kNN,2,22849,2541,6400,69,178,0.01,0.7699316628701595,0.8802083333333334,0.6842105263157895,0.8413854273383642,0.6888607489543427,0.0,0.949438202247191,0.003738013976921827,0.4125099182128906,ok
fullscale,synthetic_only,MLP,2,22849,2541,6400,69,178,0.29000000000000004,0.8094117647058824,0.9662921348314607,0.6963562753036437,0.8593543454330235,0.7469562999733667,0.0,0.9662921348314607,0.0009751340809361287,0.6998701095581055,ok
fullscale,synthetic_only,XGB,2,22849,2541,6400,69,178,0.02,0.819672131147541,0.9722222222222222,0.708502024291498,0.8221551515965024,0.7545800173128944,0.014492753623188406,0.9775280898876404,0.0008126117341134406,1.4067471027374268,ok
fullscale,synthetic_only,HGB,3,22851,2539,6400,69,178,0.03,0.817966903073286,0.9829545454545454,0.7004048582995951,0.895819227775398,0.767505390331919,0.0,0.9719101123595506,0.00048756704046806434,1.2140657901763916,ok
fullscale,synthetic_only,RF,3,22851,2539,6400,69,178,0.23,0.8047058823529412,0.9606741573033708,0.6923076923076923,0.9010179689180946,0.7642749743001773,0.0,0.9606741573033708,0.0011376564277588168,8.890239953994751,ok
fullscale,synthetic_only,LR,3,22851,2539,6400,69,178,0.21000000000000002,0.7952941176470588,0.949438202247191,0.6842105263157895,0.8436002055545795,0.7358363962804622,0.0,0.949438202247191,0.0014627011214041932,0.15222978591918945,ok
fullscale,synthetic_only,kNN,3,22851,2539,6400,69,178,0.21000000000000002,0.7574257425742574,0.9745222929936306,0.6194331983805668,0.8369910731146586,0.6776299865079173,0.0,0.8595505617977528,0.0006500893872907525,0.39574313163757324,ok
fullscale,synthetic_only,MLP,3,22851,2539,6400,69,178,0.73,0.8066825775656324,0.9825581395348837,0.6842105263157895,0.872258093382577,0.7432006605030763,0.0,0.949438202247191,0.00048756704046806434,0.7830548286437988,ok
fullscale,synthetic_only,XGB,3,22851,2539,6400,69,178,0.060000000000000005,0.8123515439429929,0.9827586206896551,0.6923076923076923,0.8370144315896068,0.7534564444050837,0.0,0.9606741573033708,0.00048756704046806434,1.4423000812530518,ok
fullscale,synthetic_only,HGB,4,22854,2536,6400,69,178,0.09,0.8133971291866029,0.9941520467836257,0.6882591093117408,0.888327079183914,0.7654057970395228,0.0,0.9550561797752809,0.00016252234682268812,2.5219321250915527,ok
fullscale,synthetic_only,RF,4,22854,2536,6400,69,178,0.19,0.7990654205607477,0.9447513812154696,0.6923076923076923,0.9058423164764102,0.7670235263463621,0.0,0.9606741573033708,0.0016252234682268812,9.570434093475342,ok
fullscale,synthetic_only,LR,4,22854,2536,6400,69,178,0.31,0.7933491686460807,0.9597701149425287,0.6761133603238867,0.8416795467271487,0.7370332018542146,0.0,0.9382022471910112,0.0011376564277588168,0.15742111206054688,ok
fullscale,synthetic_only,kNN,4,22854,2536,6400,69,178,0.21000000000000002,0.7714987714987716,0.98125,0.6356275303643725,0.839033459205904,0.6832584014277645,0.0,0.8820224719101124,0.00048756704046806434,0.39866089820861816,ok
fullscale,synthetic_only,MLP,4,22854,2536,6400,69,178,0.31,0.789598108747045,0.9488636363636364,0.6761133603238867,0.859558320848064,0.7392704627401683,0.0,0.9382022471910112,0.0014627011214041932,0.5890181064605713,ok
fullscale,synthetic_only,XGB,4,22854,2536,6400,69,178,0.02,0.8160377358490566,0.9774011299435028,0.7004048582995951,0.8219913132792602,0.7475942628704333,0.0,0.9719101123595506,0.0006500893872907525,1.4029698371887207,ok
fullscale,synthetic_only,HGB,5,22848,2542,6400,69,178,0.02,0.819047619047619,0.9942196531791907,0.6963562753036437,0.8790761361266122,0.7615052826962826,0.0,0.9662921348314607,0.00016252234682268812,2.3492379188537598,ok
fullscale,synthetic_only,RF,5,22848,2542,6400,69,178,0.35000000000000003,0.7961630695443646,0.9764705882352941,0.6720647773279352,0.9229269024490868,0.7732528000850121,0.0,0.9325842696629213,0.0006500893872907525,10.354940176010132,ok
fullscale,synthetic_only,LR,5,22848,2542,6400,69,178,0.47000000000000003,0.7864077669902912,0.9818181818181818,0.6558704453441295,0.8436146812291954,0.7384466433416328,0.0,0.9101123595505618,0.00048756704046806434,0.18785619735717773,ok
fullscale,synthetic_only,kNN,5,22848,2542,6400,69,178,0.21000000000000002,0.7703703703703704,0.9873417721518988,0.631578947368421,0.8390022049084379,0.6828666486015416,0.0,0.8764044943820225,0.00032504469364537625,0.482280969619751,ok
fullscale,synthetic_only,MLP,5,22848,2542,6400,69,178,0.15000000000000002,0.7925407925407926,0.9340659340659341,0.6882591093117408,0.8669521006506816,0.7382824244304145,0.0,0.9550561797752809,0.0019502681618722574,0.8936529159545898,ok
